game_name,game_genre,review,voted_up,timestamp_created,language,playtime_forever
Total War Warhammer III,Strateji,"Years and years of work and the game feels stagnated. I just don't like where the game is at. A lot of focus has been given to huge issues like monetization and DLC structure. But even beyond that I just don't care for any of the campaign maps or how the world is presented. 

The Old World covered in chaos absolutely everywhere just isn't as interesting to me, there's no interesting conflicts between the Empire and Brettonia since both are busy fending off chaos attacks. It's all just so... boring.

I've gotten a lot of hours out of this game. But it seems doomed to be the worst of the three and the most dissapointing by far, no matter what the devs promise.",False,2026-05-18 16:54:15,english,35936
Total War Warhammer III,Strateji,"好玩还算是好玩。
但是凭什么随便一个路边主播，都能比普通玩家先玩新内容？
谁定的狗屎宣发？",False,2026-05-21 06:33:14,schinese,42337
Total War Warhammer III,Strateji,对于不逛贴吧的玩家来说是个好游戏值得入手，对于逛贴吧的人来说，这就是个这种辱那种辱的游戏不值得入手,True,2026-05-24 10:36:16,schinese,245689
Total War Warhammer III,Strateji,"좋긴한데 약하거나 오래된 팩션 상향좀 했으면 좋겠음
싱글플레이는 내가 좀 쎄도 괜찮잖아
절대로 브레통 얘기하는거아님",True,2026-05-23 01:54:07,koreana,92405
Total War Warhammer III,Strateji,"📝 [WARHAMMER 3] İNCELEMESİ

🎮 Hedef Kitle
[❌ ] Çocuklar
[✅] Gençler
[✅] Yetişkinler
[✅] Hardcore
[❌] Herkes

🖼️ Grafikler
[❌] Patates
[❌] İdeal
[✅] Güzel
[❌] Müthiş
[❌] Gerçek

📖 Hikaye
[❌] Çok kötü
[❌] Zaman geçirmeye değmez
[❌] Bir şeyler denenmiş
[❌] Orta
[✅] Güzel / Etkileyici
[❌] Başyapıt

⚙️ Zorluk
[❌] Kolay
[✅] Orta
[❌] Zor
[❌] Dark Souls

💰 Fiyat - Performans
[❌] Bedava
[❌] Ucuz
[❌] Orta
[✅] İndirimde Al
[❌] Pahalı
[✅] Çok Pahalı 

💻 Sistem Gereksinimleri
[❌] Tost Makinesi
[❌] EBA Canavarı
[❌] Ortalama
[✅] İyi bir Ekran Kartı ve İşlemci
[❌] NASA PC

⏳ Oynanış Süresi
[❌] Çok Kısa (0 - 5 Saat)
[❌] Kısa (5 - 10 Saat)
[❌] Ortalama (10 - 25 Saat)
[❌] Uzun (25 - 50 Saat)
[❌] Çok Uzun (50 - 100 Saat)
[✅] Süre Sınırı Yok (∞)",True,2026-05-10 17:38:23,turkish,4244
Total War Warhammer III,Strateji,一堆超模的不平衡不削弱，一堆bug几年修不好，削弱平衡震旦24小时不到真效率,False,2026-05-22 13:28:57,schinese,42820
Total War Warhammer III,Strateji,"Имбицильный ИИ кучкующий по 10 армий в главной столице, Цари гробниц спамящие по несколько полных армий за ход, скучные осады на бесконечность часов, вылеты после легендарных сражений которые ты вытянул потом и кровью и ещё много причин подождать дополнение End of Times и пока не брать игру",False,2026-05-14 10:20:55,russian,23872
Total War Warhammer III,Strateji,"My first ever Total War game and I’m genuinely loving it.  
Warhammer 3 is huge, chaotic, and ridiculously fun once you get into it. The battles feel epic, the factions all play differently, and the amount of content is honestly insane for a newcomer.

Playing with friends is where the game really shines. Co‑op campaigns are addictive, every turn feels like something big is happening, and the mix of strategy + real‑time battles keeps things exciting.

Performance could be a bit better the optimisation isn’t perfect but it still runs well enough to enjoy, and the gameplay more than makes up for it.

If you’re new to Total War like me, don’t be scared off. It’s a blast to learn, even better with friends, and absolutely worth jumping into.",True,2026-05-14 18:02:47,english,6326
Total War Warhammer III,Strateji,"when 85% of your game is paid dlc to the point where not even the starting ""free"" factions - which are only a fraction of the total themselves - have access to all their units and mechanics is insane. It doesn't matter how good the game is, I will never recommend this game to anyone. Not in this economy.",False,2026-05-18 09:16:49,english,4090
Total War Warhammer III,Strateji,"Unfortunately whilst the game is good the company represents the very worst of capitalism. They feel entitled to your money and don't give a damn about providing value for it. All the dlcs are the equivalent of adding new rows in excel with different stats. They think they are being clever, but don't let them take advantage of you. We need to bring back a real meritocracy, where people at the top actually have spent a lifetime of training in the industry they are trying to run",False,2026-05-23 20:58:07,english,8417
Total War Warhammer III,Strateji,"you need to buy dlc or another game if your faction isnt the one they allowed you to play after you just paid the full game.
im pirating this game and every single one of its dlc.
go ♥♥♥♥ yourself",False,2026-05-24 05:46:01,english,9
Total War Warhammer III,Strateji,un juego fantastico pero es un autentico abuso que para jugar tengas 4 facciones y el resto tengas que pagar es un juego que no recomiendo comprar ni locos es un juegazo pero es una estafa increible,False,2026-05-25 18:09:11,spanish,2435
Total War Warhammer III,Strateji,"O jogo é absurdo de bom, único problema é tudo que você precisa comprar para jogar com cada facção, tendo que comprar os jogos e DLC´s anteriores sendo cada um muito caro para o objetivo final do jogador que é simplesmente jogar com alguma outra facção.",True,2026-05-28 07:17:56,brazilian,24713
Total War Warhammer III,Strateji,"its been a long way and now we have pretty much the best and content rich strategy game in the world!
10/10 can only recommend it !",True,2026-05-23 19:23:05,german,57266
Total War Warhammer III,Strateji,"Как фанату Warhammer, если закрыть глаза на то что у игры есть косяки — Ничего лучше и эпичнее вы не найдете, ну разве-что какие-нибудь моды на Mount and Blade, и то это моды и они не идут в качество с лицензионным продуктом.
Меня не устраивает одно — Вылеты. 
У меня топовое железо для этой игры, но она умудряется вылетать когда я завершаю ход, а все потому что хвалёный движок Бриташек за какую-то из стран пытается что-то пернуть и высрать, но у него не получается и надо обязательно крашнуть игру.
А решений как таковых нет, ты либо откатываешься на сейвы раньше, либо достаёшь читы и ломаешь ♥♥♥♥♥ компу, тогда и о чудо вылеты исчезают.
Я понимаю если это была-бы инди игра, от 1.5 разработчика, но это целая студия с штатом сотрудников, что делает ААА игры, они монополисты, потому-что ничего прям вот такого нет, и вместо того чтобы собрать новый и современный движок, они тянут старый 2007 года, которому уже 19 лет, он не тянет ряд вещей и наворотов, тот-же DLSS/FSR, Генерацию кадров, хотя такой игре с обилием модов и кучки юнитов на экране это нужно.
Почему с релизом нельзя было починить игру или сохранения, мне непонятно.
А ещё вспомнил — Каждый раз когда я сажусь играть катку, обязательно разрабы должны выкатить патч и длс, которые ломают мегамоды по типу Radius или SFO. Вы наверное скажите - ""так откатись и доигрывай катку, в чем проблема"" А проблема в разрабах других модов, что берут и обновляют под новый патч и откат не дает доиграть, потому-что мод уже под новую версию построен.",False,2026-05-16 16:30:32,russian,24872
Total War Warhammer III,Strateji,"just about 500 hours on three alone, been playing for about a decade across the franchise. I love the fact that all my investments from one and two  over to three. Makes wanting to buy the next one when it comes out that much more, because i know all my characters will carry over. The game is fun and challenging and is always different. Nothing plays the exact same twice. Mods help add more flavor without changing the game, Its a great game and i want more like the little war hammer fiend I am.",True,2026-05-26 13:18:47,english,29912
Total War Warhammer III,Strateji,"The game is really amazing but i really dislike the monetisation of the game.
-unlike other games like stellaris. The dlc cant be shared over multiplayer campaigns. Its essentially double to triple dipping into savings. Its  a practise i really dislike and have avoided encouraging.
If you come late to the series , the game is a big investment for those who wanna try all the races.

-  gameplay wise , the game is very fun and enjoyable. with alot of factions to choose from (most you have to buy from previous games). Campaigns can take 100-300 turns so you are in for the long haul with faction gameplay. each faction has an interesting mechanic for example : cathay (ying and yang ), chaos dwarves (money, resources, minerals and seats of power that give buffs), empire (confederating the empire together to fight against chaos with alot of politicing.)

-units are really varied and fun. this usually synchs with a faction theme as well.",False,2026-05-22 21:42:29,english,28037
Total War Warhammer III,Strateji,"Not as good as Warhammer II
The game adds many new factions but doesn't really change much in terms of mechanics, and unlocking new factions requires a lot of purchases
Worth buying during a sale",True,2026-05-22 15:30:27,english,8697
Total War Warhammer III,Strateji,"It's an okay game. 

PROS:
UI is great and easy to read
Lots of choice (maybe too much ;p) of people to be.
Combat is alright.

CONS:
Loading times are too long (about 1-2 minutes) and throw me off the game.
Siege battles are un-fun and hard to look at (i auto resolve).

Personally wouldn't recommend as whilst the negatives don't seem that much, they hit hard.",False,2026-05-22 20:48:30,english,1412
Total War Warhammer III,Strateji,"Useless game without  dlc's, But then why game thats worth 40 usd, you have to buy 400USD dlcs? Toxic practices that I wont tolerate",False,2026-05-16 14:44:30,english,221
Total War Warhammer III,Strateji,"Кожна наступна гра серії все більше пробиває дно. Купуєш гру - купи кожну фракцію, кожну кампанію окремо. Та давайте вже кожну кнопку в меню продавати окремо. Баланс фракцій? Та кому він потрібен! Треба рубати бабло. з усього, з чого можна.",False,2026-05-21 11:11:24,ukrainian,3101
Total War Warhammer III,Strateji,每个种族甚至每个英雄的特性都很明显，玩的很上头！,True,2026-05-15 16:34:56,schinese,3063
Total War Warhammer III,Strateji,"50% of game is behind paywall. In other games like rome 2 they hid fractions, but here its about units. Do you want to have strong units in fraction that you are playing? Buy all conntected dlc's to unlock them... Thats definition of pay to win game. 
That is sad, because game has good fantasy climate and so much potential.",False,2026-05-21 08:55:10,polish,13735
Total War Warhammer III,Strateji,"Bhashiva was nerfed less than 24 hours after release.

My issue is not simply the balance change itself, but the way CA responds to community pressure.

The moment parts of the Western player base complained, CA reacted almost instantly. Meanwhile, feedback and preferences from Asian players often seem far less acknowledged.

This makes me question whether CA applies the same standards to all regions of its community, or whether certain cultural perspectives are being prioritized over others.

Players paid for a finished DLC release, not a temporary test build subject to immediate reactionary nerfs.

If CA continues responding selectively to only the loudest parts of the community, I will reconsider supporting future DLC content.

Yesterday, CA came back from a business trip with bad news: after being sent away to fix bugs for three years and still failing to finish the job, he got fired. Little CA was devastated. To cheer him up, his parents took him to watch a movie.

On the way home, they passed through a dark alley. Six legs went in, but only two legs came out.

And that was the origin story of Bitchman-CA.
昨天CA出差回来了，带来了一个坏消息：因为外派去修BUG修了3年没修完，他被解雇了，小CA很伤心。父母为了安慰他带他去看了电影，回来的路上经过了一个小巷子，6条腿进去2条腿出来，这就是Bitchman-CA的起源故事。CA你TM全家都死了，不到24h就硬削弱是吧",False,2026-05-22 13:35:44,schinese,64872
Total War Warhammer III,Strateji,The massive anti player bias the AI has is ridiculous. Do anything and the 3 most powerful factions around you declare ware. I am playing on normal difficultly. F this.,False,2026-05-24 20:19:04,english,5416
Total War Warhammer III,Strateji,"I have....a lot....of hours in this game and WH2 - my account does not reflect that if you look though. I also did not 'receive the game for free' - maybe it says that because of the family library now. 

I think everyone thought or hoped this game was going to get the WH2 treatment - that is that CA would take a few years and polish this into a gem. 

Well, that still hasn't happened. 

For most of this game's lifecycle it (and Creative Assembly) were treated as a cash-cow so owner SEGA could make up for horrible decision making and business practices elsewhere. CA also had horrible communication with the player-base and ultimately put out some bad/overpriced DLC so they're not blameless. 

Shadows of Change was the first TWWH DLC I didn't rush to immediately buy in years - so many poorly thought out design choices and overpriced of course. I stopped buying the DLCs and stopped playing entirely around Omens of Destruction. This game became totally stale, and the numerous mods required to smooth out the gameplay experience became out of date eventually. 

None of the major issues with the game are resolved today.
- The AI is still completely braindead tactically in most battle situations which do not involve defending choke points. 
- Sieges overall are either boring slog through poorly designed tower defense, or way too easy with above mentioned braindead AI. The map designs are very basic, and horrific for gameplay. 
- As of the last time I played Artillery still cannot go on the walls of cities, and while CA claimed there was some redesign to allow for dedicated spots in city maps, it was poorly thought out and rushed so it didn't really work. There are several factions (dwarves as an example) which heavily depend on use of artillery so this does matter. 
- Diplomacy and AI behavior on the map were/are still totally basic and broken. I think it took CA around 3 years to fix the issue of defending your vassals earning you disrepute in diplomacy. A modder had that fixed like day-1. 
- The biggest problem. AI factions are given insane cheats to compensate for how poor the AI is designed/performs in all areas. The AI will spawn and maintain doomstacks at you even when every other city they had was razed to the ground. That completely erases any feeling of strategic gameplay on the map. 

How many $15+ USD DLCs came out in the last two years while the above was never fixed? CA told the fanbase at one point they realized they screwed up - but since that sad apology they have really just dragged their feet and tried placating people by releasing their overpriced DLC as parts you can selectively purchase. 

Let's all hope Med3 isn't given the same treatment. I certainly won't be rushing to buy or pre-order it until reviews are out.",False,2026-05-22 14:03:43,english,1384
Total War Warhammer III,Strateji,"$300+ for all the content in the game is totally ridiculous. Genuinely one of the most greedy companies I've come across, and I am a regular pdx interactive player.",False,2026-05-21 19:21:24,english,796
Total War Warhammer III,Strateji,"I like warhammer fantasy and total war games but this game is just too dependant on DLC, it takes forever to load and takes up an ungodly amount of space.

just so players know what they are getting into.",False,2026-05-22 01:25:10,english,612
Total War Warhammer III,Strateji,"Just like the older Warhammer games, this one is an absolute blast. The graphics look fantastic and the actual gameplay is solid. There is something so satisfying about building up your empire from scratch and juggling your economy, public order, and armies. Plus, nothing beats the feeling of completely wiping out some random enemy that had the nerve to declare war on you out of nowhere. The battles can take a minute to get used to, but they are incredibly fun once it clicks. Overall, it’s a great game and I’d highly recommend grabbing it if you’re into strategy stuff.",True,2026-06-01 21:06:56,english,5670
Total War Warhammer III,Strateji,开始新战役在读条最后一点闪退，遭遇战正常。一切方法都试过了包括断网和重装游戏都救不了。崩溃记录也不知道发给哪个客服反馈，直接原版游戏都玩不了一点了,False,2026-05-11 16:46:07,schinese,39125
Total War Warhammer III,Strateji,刚发布多长时间就热补丁，一把都没玩完，中国玩家不是人是吧？刚出就削弱，不想赚中国人的钱就直说，别又当又立,False,2026-05-23 00:32:57,schinese,11874
Total War Warhammer III,Strateji,全新体验，恢弘的战场场面，多兵种，多阵型的多种搭配，经典不容错过,True,2026-05-25 03:07:15,schinese,698
Total War Warhammer III,Strateji,"Yea, I knew that the DLC situation was going to be bad. I just never thought that you would end up with almost no factions unless you owned the other games. The plan for the free weekend was to at least give the game a shot by playing some basic dwarves on the big campaign map. Ended up uninstalling it seeing that you don't get the dwarves (only if you buy the first game), you don't get any of the empire factions (unless buying the first one again), and the few factions that were unlocked didn't look appealing to me.",False,2026-05-22 01:05:00,english,6
Total War Warhammer III,Strateji,"O jogo é ótimo, é super divertido jogar com as raças semelhantes aos do senhor dos anéis, eu sempre jogo pensando em senhor dos anéis, nem ligo pra essa história warhammer.

O jogo que freiou o foco da creative assembly em total wars raizes como aqueles históricos, e é por isso que eu tenho uma certa raiva dessa saga warhammer, mas o jogo é bom.

Paradox não abandone os jogos históricos, Rome, Shogun, Medieval, etc...",True,2026-05-10 16:06:01,brazilian,1539
