game_name,game_genre,review,voted_up,timestamp_created,language,playtime_forever,review_clean,detected_language,review_english,vader_neg,vader_neu,vader_pos,vader_compound,sentiment,vader_voted_match
Baldur's Gate 3,RPG,턴제 별로 안좋아하는 사람도 충분히 해볼만한 게임. 시간이 녹는게 단점,True,2026-05-09 17:19:14,koreana,5707,턴제 별로 안좋아하는 사람도 충분히 해볼만한 게임. 시간이 녹는게 단점,koreana,It's a game that even people who don't like turn-based systems can enjoy. The downside is that time melts away.,0.169,0.699,0.132,0.0232,neutral,0
Baldur's Gate 3,RPG,毫无疑问，最好的游戏。要是金庸的武侠也能做出这样的版本就好了，可惜根本拿不到版权,True,2026-05-31 05:35:21,schinese,8670,毫无疑问 最好的游戏 要是金庸的武侠也能做出这样的版本就好了 可惜根本拿不到版权,schinese,Undoubtedly the best game. It would be great if Jin Yong’s martial arts could be made like this version. It’s a pity that we can’t get the copyright at all.,0.056,0.667,0.277,0.8625,positive,1
Baldur's Gate 3,RPG,非常好的游戏，使我的屁股粘在电脑桌子前面,True,2026-05-31 12:14:29,schinese,15127,非常好的游戏 使我的屁股粘在电脑桌子前面,schinese,Really good game that kept my butt glued to the front of my computer desk,0.0,0.814,0.186,0.4927,positive,1
Baldur's Gate 3,RPG,"The game has a lot to offer, but in it's current state, 2 years after release, if you want to roleplay as anything but what the intended path is: don't bother.

For multiple hours I've been trying to tolerate many sequence breaks, buggy triggers and wonky fights, but the breaking point is how the game punished me for having the one race that doesn't let me gain an inspiration event... let me explain:

Spoilers for Act 1:
[spoiler]So I'm Dark Urge as a Female Drow, I'm trying to roleplay as an evil character. I'm on the ""goblin temple"" where Gut is. So I go to the torture chamber to get a Dark Urge inspiration. The goblin tortures see me and I say to step aside and let me handle it. They obey and decide to leave the place... but I have no option to torture the prisoner. I can talk to the prisoner and get information about Halsin and the Nightsong, I can pick up the torture weapons, but I can't attack the prisoner or have a dialogue option that lets me torture him. No option as a drow allows me to torture the prisoner. So the work-around is to use Disguise Self, turn to another race and THEN the option will appear for me to torture... why? Why is this even a thing, considering Drows are basically the more intended-to-be evil aligned races in the entire game and THEY are the ones that miss out on one of the most evil actions on act 1? It's stupid on several ways, and this is a drow-exclusive interaction Larian Studios knowingly programmed without the option to torture.

And if we must point out other issues I have had so far with my playthroughs of this game: NPCs don't react to the bodies of their own kin on ground.... so basically I wanted to slaughter all the druids in the emerald grove, so I, one-by-one, sometimes two at a time, used Performance and Minor Illusion to guide them to some outside area, and repeatedly killed them outside of sight of other druids. And that way I was able to kill all druids with none of them suspecting a thing or reacting to the dead druid bodies.

I accepted to be on a romance with Lae'zel, but with no sex scene yet, it was just the flag to trigger the initial romance. When I went outside of camp, Shadowheart and Laezel were talking about how good we were on bed, even though we never did anything.

Another major issue: at night, Astarion confided to me about his vampiric nature, and I asked about Cazador and his backstory, so on... then, on the same night, the cutscene where Astarion tries to bite me plays out, and my character (and the game) act like this was a huge revelation and they did not know about it. The next morning, the same dialogue options about Cazador and his backstory were there as if I had not triggered them already, so the game got confused with flags.

It also happened that goblins have shot through walls with their arrows to hit my characters in some combat during the blighted village. And it wasn't through a window or crack, it was literal solid wood wall, a goblin was on the other side and Astarion on the other, they shot and hit me, and Astarion couldn't hit back with his bow.

I've also faced many wonky path-finding moments where my characters went through extremely long paths for something that was mere meters away from them, happened at least twice: in the goblin camp and in the dark cave below blighted village.

And there's no search option on the adventurer's chest, which can easily have over 100 items in just a few hours of exploring (which the game heavily encourages)

The game continuously makes several time-restricting scenarios/ideas in the earlygame, which would make you think you shouldn't long rest as that could mean events will happen while you sleep, but the truth is that next to nothing happens if you long rest, in fact you HAVE to if you want to progress character stories. My issue with the long rest system is that it is inversely proportional to the story's narrative and what you would think is going to happen or should happen, and the paranoia that events MIGHT happen if you long rest is completely broken when you realize they won't, such as the hyenas being pregnant with gnolls for several days or karlach being wounded and a few meters aways from her hunters for several long rests, just standing there.[/spoiler]

While I'd love to go on about every inconvenience, some minor and some major, steam has a text limit, so I'll drop here.

So, in summary, the roleplaying game has too many events and scenarios which absolutely break the roleplaying aspect of it, for too many times has my immersion been broken, and basically I can't properly play as an evil character because the game isn't built with that in mind, it's built with you being a helpful hand. I won't recommend you play it if you're as picky as I am. But otherwise it's an okay game to turn your brain off to.",False,2026-05-10 19:12:25,english,6427,"The game has a lot to offer, but in it's current state, 2 years after release, if you want to roleplay as anything but what the intended path is don't bother. For multiple hours I've been trying to tolerate many sequence breaks, buggy triggers and wonky fights, but the breaking point is how the game punished me for having the one race that doesn't let me gain an inspiration event... let me explain Spoilers for Act 1 spoiler So I'm Dark Urge as a Female Drow, I'm trying to roleplay as an evil character. I'm on the ""goblin temple"" where Gut is. So I go to the torture chamber to get a Dark Urge inspiration. The goblin tortures see me and I say to step aside and let me handle it. They obey and decide to leave the place... but I have no option to torture the prisoner. I can talk to the prisoner and get information about Halsin and the Nightsong, I can pick up the torture weapons, but I can't attack the prisoner or have a dialogue option that lets me torture him. No option as a drow allows me to torture the prisoner. So the work-around is to use Disguise Self, turn to another race and THEN the option will appear for me to torture... why? Why is this even a thing, considering Drows are basically the more intended-to-be evil aligned races in the entire game and THEY are the ones that miss out on one of the most evil actions on act 1? It's stupid on several ways, and this is a drow-exclusive interaction Larian Studios knowingly programmed without the option to torture. And if we must point out other issues I have had so far with my playthroughs of this game NPCs don't react to the bodies of their own kin on ground.... so basically I wanted to slaughter all the druids in the emerald grove, so I, one-by-one, sometimes two at a time, used Performance and Minor Illusion to guide them to some outside area, and repeatedly killed them outside of sight of other druids. And that way I was able to kill all druids with none of them suspecting a thing or reacting to the dead druid bodies. I accepted to be on a romance with Lae'zel, but with no sex scene yet, it was just the flag to trigger the initial romance. When I went outside of camp, Shadowheart and Laezel were talking about how good we were on bed, even though we never did anything. Another major issue at night, Astarion confided to me about his vampiric nature, and I asked about Cazador and his backstory, so on... then, on the same night, the cutscene where Astarion tries to bite me plays out, and my character (and the game) act like this was a huge revelation and they did not know about it. The next morning, the same dialogue options about Cazador and his backstory were there as if I had not triggered them already, so the game got confused with flags. It also happened that goblins have shot through walls with their arrows to hit my characters in some combat during the blighted village. And it wasn't through a window or crack, it was literal solid wood wall, a goblin was on the other side and Astarion on the other, they shot and hit me, and Astarion couldn't hit back with his bow. I've also faced many wonky path-finding moments where my characters went through extremely long paths for something that was mere meters away from them, happened at least twice in the goblin camp and in the dark cave below blighted village. And there's no search option on the adventurer's chest, which can easily have over 100 items in just a few hours of exploring (which the game heavily encourages) The game continuously makes several time-restricting scenarios ideas in the earlygame, which would make you think you shouldn't long rest as that could mean events will happen while you sleep, but the truth is that next to nothing happens if you long rest, in fact you HAVE to if you want to progress character stories. My issue with the long rest system is that it is inversely proportional to the story's narrative and what you would think is going to happen or should happen, and the paranoia that events MIGHT happen if you long rest is completely broken when you realize they won't, such as the hyenas being pregnant with gnolls for several days or karlach being wounded and a few meters aways from her hunters for several long rests, just standing there. spoiler While I'd love to go on about every inconvenience, some minor and some major, steam has a text limit, so I'll drop here. So, in summary, the roleplaying game has too many events and scenarios which absolutely break the roleplaying aspect of it, for too many times has my immersion been broken, and basically I can't properly play as an evil character because the game isn't built with that in mind, it's built with you being a helpful hand. I won't recommend you play it if you're as picky as I am. But otherwise it's an okay game to turn your brain off to.",english,"The game has a lot to offer, but in it's current state, 2 years after release, if you want to roleplay as anything but what the intended path is don't bother. For multiple hours I've been trying to tolerate many sequence breaks, buggy triggers and wonky fights, but the breaking point is how the game punished me for having the one race that doesn't let me gain an inspiration event... let me explain Spoilers for Act 1 spoiler So I'm Dark Urge as a Female Drow, I'm trying to roleplay as an evil character. I'm on the ""goblin temple"" where Gut is. So I go to the torture chamber to get a Dark Urge inspiration. The goblin tortures see me and I say to step aside and let me handle it. They obey and decide to leave the place... but I have no option to torture the prisoner. I can talk to the prisoner and get information about Halsin and the Nightsong, I can pick up the torture weapons, but I can't attack the prisoner or have a dialogue option that lets me torture him. No option as a drow allows me to torture the prisoner. So the work-around is to use Disguise Self, turn to another race and THEN the option will appear for me to torture... why? Why is this even a thing, considering Drows are basically the more intended-to-be evil aligned races in the entire game and THEY are the ones that miss out on one of the most evil actions on act 1? It's stupid on several ways, and this is a drow-exclusive interaction Larian Studios knowingly programmed without the option to torture. And if we must point out other issues I have had so far with my playthroughs of this game NPCs don't react to the bodies of their own kin on ground.... so basically I wanted to slaughter all the druids in the emerald grove, so I, one-by-one, sometimes two at a time, used Performance and Minor Illusion to guide them to some outside area, and repeatedly killed them outside of sight of other druids. And that way I was able to kill all druids with none of them suspecting a thing or reacting to the dead druid bodies. I accepted to be on a romance with Lae'zel, but with no sex scene yet, it was just the flag to trigger the initial romance. When I went outside of camp, Shadowheart and Laezel were talking about how good we were on bed, even though we never did anything. Another major issue at night, Astarion confided to me about his vampiric nature, and I asked about Cazador and his backstory, so on... then, on the same night, the cutscene where Astarion tries to bite me plays out, and my character (and the game) act like this was a huge revelation and they did not know about it. The next morning, the same dialogue options about Cazador and his backstory were there as if I had not triggered them already, so the game got confused with flags. It also happened that goblins have shot through walls with their arrows to hit my characters in some combat during the blighted village. And it wasn't through a window or crack, it was literal solid wood wall, a goblin was on the other side and Astarion on the other, they shot and hit me, and Astarion couldn't hit back with his bow. I've also faced many wonky path-finding moments where my characters went through extremely long paths for something that was mere meters away from them, happened at least twice in the goblin camp and in the dark cave below blighted village. And there's no search option on the adventurer's chest, which can easily have over 100 items in just a few hours of exploring (which the game heavily encourages) The game continuously makes several time-restricting scenarios ideas in the earlygame, which would make you think you shouldn't long rest as that could mean events will happen while you sleep, but the truth is that next to nothing happens if you long rest, in fact you HAVE to if you want to progress character stories. My issue with the long rest system is that it is inversely proportional to the story's narrative and what you would think is going to happen or should happen, and the paranoia that events MIGHT happen if you long rest is completely broken when you realize they won't, such as the hyenas being pregnant with gnolls for several days or karlach being wounded and a few meters aways from her hunters for several long rests, just standing there. spoiler While I'd love to go on about every inconvenience, some minor and some major, steam has a text limit, so I'll drop here. So, in summary, the roleplaying game has too many events and scenarios which absolutely break the roleplaying aspect of it, for too many times has my immersion been broken, and basically I can't properly play as an evil character because the game isn't built with that in mind, it's built with you being a helpful hand. I won't recommend you play it if you're as picky as I am. But otherwise it's an okay game to turn your brain off to.",0.159,0.766,0.075,-0.9986,negative,1
Baldur's Gate 3,RPG,I wasn't a fan of the game. But the playstyle and graphics were great.,False,2026-05-10 23:57:32,english,663,I wasn't a fan of the game. But the playstyle and graphics were great.,english,I wasn't a fan of the game. But the playstyle and graphics were great.,0.077,0.627,0.295,0.7326,positive,0
Baldur's Gate 3,RPG,"스팀 게임중 제일 오래한 게임, 컴퓨터에서 그냥 키기도해서 플레이 타임이 정확하진 않으나 다채로운 캐릭터 스토리에 매력을 느낌, 제 값주고 사고도 안아까운 게임 

하면 할수록 더 매력적인 내용이라 1,2장만 하지마시고 3장까지 가시는거 추천, 3장에 너무 넓어서 당황하실 수 있으나 3장에서 주요 동료 스토리를 제대로 느낄 수 있습니다, 인생게임이라 라리안 다음 게임 나오면 해볼생각 있음 
정말 내 선택에 의해 운명이 좌지우지 되는거 같아서 선택할때마다 동료들에게 가끔 미안함을 느낌

그치만 하프-일리시드는 너무 퍼주는 느낌이라 하프-일리시드를 선택하면 초기 컨셉대로 패널티가 있었어야한다고 생각함 D&D가 간섭해서 그렇다고 듣기는 했음.. 그게 조금 아쉬울뿐 전체적인 스토리 및 진행, 전략적인 게임에 있어서는 매력적이라 봅니다, 추가로 불편사항 있으면 모드 사용하면 보충이 됨!",True,2026-05-16 08:06:42,koreana,6804,"스팀 게임중 제일 오래한 게임, 컴퓨터에서 그냥 키기도해서 플레이 타임이 정확하진 않으나 다채로운 캐릭터 스토리에 매력을 느낌, 제 값주고 사고도 안아까운 게임 하면 할수록 더 매력적인 내용이라 1,2장만 하지마시고 3장까지 가시는거 추천, 3장에 너무 넓어서 당황하실 수 있으나 3장에서 주요 동료 스토리를 제대로 느낄 수 있습니다, 인생게임이라 라리안 다음 게임 나오면 해볼생각 있음 정말 내 선택에 의해 운명이 좌지우지 되는거 같아서 선택할때마다 동료들에게 가끔 미안함을 느낌 그치만 하프-일리시드는 너무 퍼주는 느낌이라 하프-일리시드를 선택하면 초기 컨셉대로 패널티가 있었어야한다고 생각함 D D가 간섭해서 그렇다고 듣기는 했음.. 그게 조금 아쉬울뿐 전체적인 스토리 및 진행, 전략적인 게임에 있어서는 매력적이라 봅니다, 추가로 불편사항 있으면 모드 사용하면 보충이 됨!",koreana,"The oldest game on Steam. I only play it on the computer, so the play time is not exact, but I feel attracted to the colorful character stories. It's a game that doesn't cost you money and you don't have to buy it. The more you play, the more attractive it is, so I recommend not just playing chapters 1 and 2, but going up to chapter 3. You may be confused because chapter 3 is too wide, but you can really feel the story of the main companions in chapter 3. It's the game of my life, so I plan to play it when the next Larian game comes out. It's really the fate that is controlled by my choices. I sometimes feel sorry for my colleagues whenever I choose, but I feel like Half-Illithid is being given too much, so I think there should have been a penalty when choosing Half-Illithid, as per the initial concept. I heard that D D interfered... That's a little disappointing, but I think it's attractive in terms of the overall story, progression, and strategic game. If there are any additional inconveniences, you can make up for it by using the mod!",0.062,0.81,0.128,0.9438,positive,1
Baldur's Gate 3,RPG,"This game went from being absolutely amazing through out act 1 and 2 to being the most tilting and tedious ****festival in act 3. While I absolutely loved this game, act 3 completely has undone any positive feelings about this game.",False,2026-05-14 21:25:06,english,12544,"This game went from being absolutely amazing through out act 1 and 2 to being the most tilting and tedious festival in act 3. While I absolutely loved this game, act 3 completely has undone any positive feelings about this game.",english,"This game went from being absolutely amazing through out act 1 and 2 to being the most tilting and tedious festival in act 3. While I absolutely loved this game, act 3 completely has undone any positive feelings about this game.",0.0,0.71,0.29,0.944,positive,0
Baldur's Gate 3,RPG,"hmmm.... this is a great rpg. ive enjoyed a few builds on it and i highly encourage people to buy this game. I give it a mighty 8-10.  beautiful graphics, precise gameplay and unforgetable characters.",True,2026-05-29 23:45:15,english,3567,"hmmm.... this is a great rpg. ive enjoyed a few builds on it and i highly encourage people to buy this game. I give it a mighty 8-10. beautiful graphics, precise gameplay and unforgetable characters.",english,"hmmm.... this is a great rpg. ive enjoyed a few builds on it and i highly encourage people to buy this game. I give it a mighty 8-10. beautiful graphics, precise gameplay and unforgetable characters.",0.0,0.675,0.325,0.9422,positive,1
Baldur's Gate 3,RPG,拖延了三年，終於完玩了，我是走王道善線，全員存活，潔西拉跟明斯克都加入。耐色腦打敗，拯救柏德之門。一如既往，跟神喻一樣，拉瑞安依然維持高水準，高自由度，佈滿各種有趣的任務，很難想像在現在這種開放世界遊戲越做越大的時代，這麼小的龍與地下城地圖，依然可以帶來200小時以上充實的遊戲時光。如果你不是追求一定要很棒的3D聲光效果，而是想沉浸在最傳統純粹的RPG，探索劍與魔法的世界，極度推薦，遊戲系統已經相當成熟，故事有趣不重複，每個角色都有自己大量的語音對話，以及動人深厚的故事。依然是壓倒性的好玩！,True,2026-06-03 10:12:40,tchinese,12479,拖延了三年 終於完玩了 我是走王道善線 全員存活 潔西拉跟明斯克都加入 耐色腦打敗 拯救柏德之門 一如既往 跟神喻一樣 拉瑞安依然維持高水準 高自由度 佈滿各種有趣的任務 很難想像在現在這種開放世界遊戲越做越大的時代 這麼小的龍與地下城地圖 依然可以帶來200小時以上充實的遊戲時光 如果你不是追求一定要很棒的3D聲光效果 而是想沉浸在最傳統純粹的RPG 探索劍與魔法的世界 極度推薦 遊戲系統已經相當成熟 故事有趣不重複 每個角色都有自己大量的語音對話 以及動人深厚的故事 依然是壓倒性的好玩,tchinese,拖延了三年 終於完玩了 我是走王道善線 全員存活 潔西拉跟明斯克都加入 耐色腦打敗 拯救柏德之門 一如既往 跟神喻一樣 拉瑞安依然維持高水準 高自由度 佈滿各種有趣的任務 很難想像在現在這種開放世界遊戲越做越大的時代 這麼小的龍與地下城地圖 依然可以帶來200小時以上充實的遊戲時光 如果你不是追求一定要很棒的3D聲光效果 而是想沉浸在最傳統純粹的RPG 探索劍與魔法的世界 極度推薦 遊戲系統已經相當成熟 故事有趣不重複 每個角色都有自己大量的語音對話 以及動人深厚的故事 依然是壓倒性的好玩,0.0,1.0,0.0,0.0,neutral,0
Baldur's Gate 3,RPG,"The graphics are amazing, the story is amazing, the gameplay is amazing, and it keeps me coming back for more. I love this game so much, I highly highly recommend this game if you are a fan of turn based games! Highly addictive, and loads of fun! Getting to choose your decisions, create your character to your liking, mod the game, and so much more. It is definitely a game you will come back often to play.",True,2026-05-20 03:03:19,english,23948,"The graphics are amazing, the story is amazing, the gameplay is amazing, and it keeps me coming back for more. I love this game so much, I highly highly recommend this game if you are a fan of turn based games! Highly addictive, and loads of fun! Getting to choose your decisions, create your character to your liking, mod the game, and so much more. It is definitely a game you will come back often to play.",english,"The graphics are amazing, the story is amazing, the gameplay is amazing, and it keeps me coming back for more. I love this game so much, I highly highly recommend this game if you are a fan of turn based games! Highly addictive, and loads of fun! Getting to choose your decisions, create your character to your liking, mod the game, and so much more. It is definitely a game you will come back often to play.",0.0,0.652,0.348,0.9875,positive,1
Baldur's Gate 3,RPG,"I woke up after 50 hours jumping like a frog on some platforms like a turn-based Mario.

There are no tactics. There's a mnemonization of spells, items, and stats. Instead of thinking about which hill to place your shooter on, you wonder how the Magic Brooch of Ass you're wearing affects your rolls against the Sudden ♥♥♥♥ Spell.

They advertise that you can fight with the environment. Okay, you set something on fire, the enemy burns. It took a staggering 5% of their HP. So, back to the Sudden ♥♥♥♥ Spell stats. The only effective way to play the environment is to push them into a cliff, but the developers designed a loot loss to prevent anyone from playing like that. But if they stuck to ""realism,"" the loot from a burned fireball victim would be unusable too.

The characters are crap. Protagonists and antagonists. Most attack both melee and ranged at the same time, making tactics pointless. They're jumping around like monkeys (a turn-based Mario), making it impossible to create any sort of structured gameplay. Battles are chaotic in the worst sense of the word.

The monkeys jump around like in a zoo, but at the same time, there are strict rules for blocking characters. You can't send your tank to the front because your team is blocking it. And it's set up the way it is because scripted dialogue set you up at the beginning of the battle. So, good luck with a tank at the back. This happens many times; you'd have to trigger conversations with the tank to keep it in the front. But why would you choose someone else as your main character if a tank with low charisma is supposed to talk?

Therefore, to do ANYTHING in this game, you need to have online help open because nothing is intuitive. There are difficult games, very difficult games, but intuitive. Where losing is fun. Here, you have great sessions with Gemini and discussions on how to prevent Gale from dying in the first turn. In BG3, losing is frustrating because you have no control over your initial setup, every enemy has a ranged attack, and everyone can jump like a monkey. It ends with you being surrounded and pelting your team with everything they can: arrows, spells, bottles of various substances.

That's what the Viet Cong did to every commando unit they spotted in the jungle in Vietnam. But those commandos were hiding, and my team of clowns has to engage in open battle. Often after swaggering dialogues.

As for the lesser sins, the inventory menu is clunky. Like something from 2000.
The camping system is tedious. Halfway through a dungeon, you have to return to camp because your spells and special moves have run out. Furthermore, camping is clearly at odds with the main plot, which counts down to a specific event in single days. Your camping days are unrelated to this; the dialogues constantly state you have a few days left until the event, but you've already camped a dozen times.

If you grit your teeth and endure what I've described, the game is beautiful. Maybe you're into D&D stats, then this is the game for you. But I had to tell the truth about the gameplay because it was touted as a game with good tactical combat, which it isn't.",False,2026-05-18 13:49:23,english,2837,"I woke up after 50 hours jumping like a frog on some platforms like a turn-based Mario. There are no tactics. There's a mnemonization of spells, items, and stats. Instead of thinking about which hill to place your shooter on, you wonder how the Magic Brooch of Ass you're wearing affects your rolls against the Sudden Spell. They advertise that you can fight with the environment. Okay, you set something on fire, the enemy burns. It took a staggering 5 of their HP. So, back to the Sudden Spell stats. The only effective way to play the environment is to push them into a cliff, but the developers designed a loot loss to prevent anyone from playing like that. But if they stuck to ""realism,"" the loot from a burned fireball victim would be unusable too. The characters are crap. Protagonists and antagonists. Most attack both melee and ranged at the same time, making tactics pointless. They're jumping around like monkeys (a turn-based Mario), making it impossible to create any sort of structured gameplay. Battles are chaotic in the worst sense of the word. The monkeys jump around like in a zoo, but at the same time, there are strict rules for blocking characters. You can't send your tank to the front because your team is blocking it. And it's set up the way it is because scripted dialogue set you up at the beginning of the battle. So, good luck with a tank at the back. This happens many times you'd have to trigger conversations with the tank to keep it in the front. But why would you choose someone else as your main character if a tank with low charisma is supposed to talk? Therefore, to do ANYTHING in this game, you need to have online help open because nothing is intuitive. There are difficult games, very difficult games, but intuitive. Where losing is fun. Here, you have great sessions with Gemini and discussions on how to prevent Gale from dying in the first turn. In BG3, losing is frustrating because you have no control over your initial setup, every enemy has a ranged attack, and everyone can jump like a monkey. It ends with you being surrounded and pelting your team with everything they can arrows, spells, bottles of various substances. That's what the Viet Cong did to every commando unit they spotted in the jungle in Vietnam. But those commandos were hiding, and my team of clowns has to engage in open battle. Often after swaggering dialogues. As for the lesser sins, the inventory menu is clunky. Like something from 2000. The camping system is tedious. Halfway through a dungeon, you have to return to camp because your spells and special moves have run out. Furthermore, camping is clearly at odds with the main plot, which counts down to a specific event in single days. Your camping days are unrelated to this the dialogues constantly state you have a few days left until the event, but you've already camped a dozen times. If you grit your teeth and endure what I've described, the game is beautiful. Maybe you're into D D stats, then this is the game for you. But I had to tell the truth about the gameplay because it was touted as a game with good tactical combat, which it isn't.",english,"I woke up after 50 hours jumping like a frog on some platforms like a turn-based Mario. There are no tactics. There's a mnemonization of spells, items, and stats. Instead of thinking about which hill to place your shooter on, you wonder how the Magic Brooch of Ass you're wearing affects your rolls against the Sudden Spell. They advertise that you can fight with the environment. Okay, you set something on fire, the enemy burns. It took a staggering 5 of their HP. So, back to the Sudden Spell stats. The only effective way to play the environment is to push them into a cliff, but the developers designed a loot loss to prevent anyone from playing like that. But if they stuck to ""realism,"" the loot from a burned fireball victim would be unusable too. The characters are crap. Protagonists and antagonists. Most attack both melee and ranged at the same time, making tactics pointless. They're jumping around like monkeys (a turn-based Mario), making it impossible to create any sort of structured gameplay. Battles are chaotic in the worst sense of the word. The monkeys jump around like in a zoo, but at the same time, there are strict rules for blocking characters. You can't send your tank to the front because your team is blocking it. And it's set up the way it is because scripted dialogue set you up at the beginning of the battle. So, good luck with a tank at the back. This happens many times you'd have to trigger conversations with the tank to keep it in the front. But why would you choose someone else as your main character if a tank with low charisma is supposed to talk? Therefore, to do ANYTHING in this game, you need to have online help open because nothing is intuitive. There are difficult games, very difficult games, but intuitive. Where losing is fun. Here, you have great sessions with Gemini and discussions on how to prevent Gale from dying in the first turn. In BG3, losing is frustrating because you have no control over your initial setup, every enemy has a ranged attack, and everyone can jump like a monkey. It ends with you being surrounded and pelting your team with everything they can arrows, spells, bottles of various substances. That's what the Viet Cong did to every commando unit they spotted in the jungle in Vietnam. But those commandos were hiding, and my team of clowns has to engage in open battle. Often after swaggering dialogues. As for the lesser sins, the inventory menu is clunky. Like something from 2000. The camping system is tedious. Halfway through a dungeon, you have to return to camp because your spells and special moves have run out. Furthermore, camping is clearly at odds with the main plot, which counts down to a specific event in single days. Your camping days are unrelated to this the dialogues constantly state you have a few days left until the event, but you've already camped a dozen times. If you grit your teeth and endure what I've described, the game is beautiful. Maybe you're into D D stats, then this is the game for you. But I had to tell the truth about the gameplay because it was touted as a game with good tactical combat, which it isn't.",0.147,0.741,0.112,-0.9761,negative,1
Baldur's Gate 3,RPG,The game can be fun but it's so buggy and frustrating just play it's hard to recommend.,False,2026-05-13 14:15:51,english,13020,The game can be fun but it's so buggy and frustrating just play it's hard to recommend.,english,The game can be fun but it's so buggy and frustrating just play it's hard to recommend.,0.222,0.455,0.323,0.3928,positive,0
Baldur's Gate 3,RPG,"Ich weiß gar nicht, wo ich anfangen soll. Aber ich fang damit Mal an: :) 

--{ Grafik }---
☑ Du vergisst die Realität
☑ Atemberaubend
☑ Szenen und Spiel generell: Kinoreif


---{ Gameplay }---
☑ Legendär


---{ Audio }---
☑ ""Ohrgasmus""


---{ Spielwelt }---
☑ riesig
☑ kannst sehr viel erkunden
☑ Entscheidungen treffen ohne Ende ( natürlich mit Konsequenzen ^^ ) 
☑ macht süchtig :D 
☑ Als sei man selbst mittendrin!


---{ Schwierigkeit }---
☑ Leicht zu Lernen, schwer zu meistern


---{ Story }---
☑ großartig, bombastisch
☑ Hauptstory und Nebenquest´s 1a! Und genügend vorhanden um zu Leveln. 
☑ Laut Larian Studios sehr sehr sehr viele Enden, wo man sich austoben kann. ^^ 
☑ Jeder Charakter hat seine eigene Story. <333 Und jeder von Ihnen ist wunderbar! 

---{ Spielzeit }---
☑ Lang 
☑ Wäre es ein MMO, dann wäre das ein Traum. <333 


---{ Preis }---
☑ Es lohnt sich zu 100% und ist seinen Preis sowas von Wert! <333


---{ Bugs }---
☑ Keine mitbekommen


---{ ? / 10 }---
☐ 1
☐ 2
☐ 3
☐ 4
☐ 5
☐ 6
☐ 7
☐ 8
☐ 9
☑ 10 <333 
☑ 100% Empfehlung


Ich werde es nach Akt 3 nochmal zocken. :) <333 Bestes Spiel!",True,2026-06-07 15:30:39,german,9702,"Ich weiß gar nicht, wo ich anfangen soll. Aber ich fang damit Mal an ) -- Grafik --- Du vergisst die Realität Atemberaubend Szenen und Spiel generell Kinoreif --- Gameplay --- Legendär --- Audio --- ""Ohrgasmus"" --- Spielwelt --- riesig kannst sehr viel erkunden Entscheidungen treffen ohne Ende ( natürlich mit Konsequenzen ) macht süchtig D Als sei man selbst mittendrin! --- Schwierigkeit --- Leicht zu Lernen, schwer zu meistern --- Story --- großartig, bombastisch Hauptstory und Nebenquest s 1a! Und genügend vorhanden um zu Leveln. Laut Larian Studios sehr sehr sehr viele Enden, wo man sich austoben kann. Jeder Charakter hat seine eigene Story. 333 Und jeder von Ihnen ist wunderbar! --- Spielzeit --- Lang Wäre es ein MMO, dann wäre das ein Traum. 333 --- Preis --- Es lohnt sich zu 100 und ist seinen Preis sowas von Wert! 333 --- Bugs --- Keine mitbekommen --- ? 10 --- 1 2 3 4 5 6 7 8 9 10 333 100 Empfehlung Ich werde es nach Akt 3 nochmal zocken. ) 333 Bestes Spiel!",german,"I don't even know where to start. But I'll start with that) -- Graphics --- You forget reality Breathtaking Scenes and game in general Cinematic --- Gameplay --- Legendary --- Audio --- ""Eargasm"" --- Game world --- Huge Can explore a lot Making decisions without end (of course with consequences) Is addictive D As if you were right in the middle of it all! --- Difficulty --- Easy to learn, difficult to master --- Story --- great, bombastic main story and side quests 1a! And there are enough to level up. According to Larian Studios, there are a lot of endings to let off steam. Each character has their own story. 333 And each of you is wonderful! --- Playing Time --- Long If it were an MMO, then that would be a dream. 333 --- Price --- It's worth 100 and is worth the price! 333 --- Bugs --- None noticed --- ? 10 --- 1 2 3 4 5 6 7 8 9 10 333 100 Recommendation I will play it again after act 3. ) 333 Best game!",0.04,0.771,0.189,0.9875,positive,1
Baldur's Gate 3,RPG,从没玩过这类游戏的可以试一试，无论是从剧情还是玩法的多样性来讲我认为是我玩过的RPG游戏中十分优秀的作品了，宏大的世界观，多样的职业搭配，每一次开新线都能获得新的体验。,True,2026-06-07 11:23:11,schinese,3963,从没玩过这类游戏的可以试一试 无论是从剧情还是玩法的多样性来讲我认为是我玩过的RPG游戏中十分优秀的作品了 宏大的世界观 多样的职业搭配 每一次开新线都能获得新的体验,schinese,"If you have never played this kind of game before, you can give it a try. In terms of plot and gameplay diversity, I think it is an excellent work among the RPG games I have played. It has a grand world view and diverse career combinations. Every time you open a new line, you can get a new experience.",0.03,0.834,0.136,0.7943,positive,1
Baldur's Gate 3,RPG,"There is a certain game called Skyrim that sucked hours of my time. Booted the game on a random morning, suddenly its night. BG3 is the only other game that did this. 5/5",True,2026-06-07 04:57:29,english,3481,"There is a certain game called Skyrim that sucked hours of my time. Booted the game on a random morning, suddenly its night. BG3 is the only other game that did this. 5 5",english,"There is a certain game called Skyrim that sucked hours of my time. Booted the game on a random morning, suddenly its night. BG3 is the only other game that did this. 5 5",0.081,0.863,0.057,-0.2263,negative,0
