game_name,game_genre,review,voted_up,timestamp_created,language,playtime_forever,review_clean,detected_language,review_english,vader_neg,vader_neu,vader_pos,vader_compound,sentiment,vader_voted_match
Dragon Age Inquisition,RPG,This was actually the first Dragon Age game I had played. The experience was fun overall. I enjoyed the characters and the story. I honestly enjoyed this one much more than Dragon Age: The Veilguard. I'd definitely recommend you try it out.,True,2026-06-01 08:09:56,english,6062,This was actually the first Dragon Age game I had played. The experience was fun overall. I enjoyed the characters and the story. I honestly enjoyed this one much more than Dragon Age The Veilguard. I'd definitely recommend you try it out.,english,This was actually the first Dragon Age game I had played. The experience was fun overall. I enjoyed the characters and the story. I honestly enjoyed this one much more than Dragon Age The Veilguard. I'd definitely recommend you try it out.,0.0,0.631,0.369,0.9612,positive,1
Dragon Age Inquisition,RPG,"Great, and last real, title in the DA series.  It veered off it's more turn based style to more of an action rpg.  Honestly you can see the juxtaposition....and how Veilguard went full into action rpq.  My 1st playthrough of this game was 109 hours as a mage using kb/m.  I'm doing a second playthrough now as duel wield rogue using a controller.

Lot's to explore, lot's to loot, lot's to like.",True,2026-05-23 16:10:41,english,8122,"Great, and last real, title in the DA series. It veered off it's more turn based style to more of an action rpg. Honestly you can see the juxtaposition....and how Veilguard went full into action rpq. My 1st playthrough of this game was 109 hours as a mage using kb m. I'm doing a second playthrough now as duel wield rogue using a controller. Lot's to explore, lot's to loot, lot's to like.",english,"Great, and last real, title in the DA series. It veered off it's more turn based style to more of an action rpg. Honestly you can see the juxtaposition....and how Veilguard went full into action rpq. My 1st playthrough of this game was 109 hours as a mage using kb m. I'm doing a second playthrough now as duel wield rogue using a controller. Lot's to explore, lot's to loot, lot's to like.",0.0,0.879,0.121,0.8625,positive,1
Dragon Age Inquisition,RPG,"Después de un década, demuestra el gran trabajo que se hizo en su momento. Aquí termino Dragon Age.",True,2026-05-12 15:37:18,latam,2917,"Después de un década, demuestra el gran trabajo que se hizo en su momento. Aquí termino Dragon Age.",latam,"After a decade, it shows the great work that was done at the time. Dragon Age ends here.",0.0,0.806,0.194,0.6249,positive,1
Dragon Age Inquisition,RPG,"i want to throw a slice of cheese on solas' head to see if it sticks

UPDATE: i've had various copies of this game for over a decade but only now have i properly gotten the hang of it (and gotten the hell out of the hinterlands) and the more time goes on the more i'm glad that i didn't figure this game out as an obnoxious blorbo-hungry teenager, because if i'd gotten my mitts on cullen rutherford back then, it would have permanently changed my brain chemistry. hell, i think he's permanently changed my brain chemistry now.",True,2026-05-06 05:07:34,english,8066,"i want to throw a slice of cheese on solas' head to see if it sticks UPDATE i've had various copies of this game for over a decade but only now have i properly gotten the hang of it (and gotten the hell out of the hinterlands) and the more time goes on the more i'm glad that i didn't figure this game out as an obnoxious blorbo-hungry teenager, because if i'd gotten my mitts on cullen rutherford back then, it would have permanently changed my brain chemistry. hell, i think he's permanently changed my brain chemistry now.",english,"i want to throw a slice of cheese on solas' head to see if it sticks UPDATE i've had various copies of this game for over a decade but only now have i properly gotten the hang of it (and gotten the hell out of the hinterlands) and the more time goes on the more i'm glad that i didn't figure this game out as an obnoxious blorbo-hungry teenager, because if i'd gotten my mitts on cullen rutherford back then, it would have permanently changed my brain chemistry. hell, i think he's permanently changed my brain chemistry now.",0.146,0.806,0.048,-0.9352,negative,0
Dragon Age Inquisition,RPG,"My No.1 Dragon Age game. The companions are fun and interesting, and the story feels larger and more impactful  than previous games. And honestly, Solas as a character was a very nice touch.",True,2026-05-04 06:34:16,english,12186,"My No.1 Dragon Age game. The companions are fun and interesting, and the story feels larger and more impactful than previous games. And honestly, Solas as a character was a very nice touch.",english,"My No.1 Dragon Age game. The companions are fun and interesting, and the story feels larger and more impactful than previous games. And honestly, Solas as a character was a very nice touch.",0.0,0.706,0.294,0.902,positive,1
Dragon Age Inquisition,RPG,"This game is one of my favorites of all time and still feels like a safe place to me. Thedas is alive and companions like Varric, Cassandra, Dorian and Iron Bull are incredible (but I love others too!). I live for all that amazing party banter between the characters. 

Most of the quests are absolutely fantastic. “Wicked Eyes and Wicked Hearts” located at the Winter Palace in Halamshiral lives in my head rent free. The game is very satisfying to play and has hours of content + great DLCs.

I’m especially drawn to the elves and their lore, which adds a lot of emotional depth in this part of the Dragon Age series. The romance between an elven Inquisitor Lavellan and Solas is something else. It’s beautifully written, bittersweet and incredibly emotional. It always manages to break my heart into million of pieces, no matter how many times I experience it. The Trespasser makes this story even more powerful and meaningful.

The game isn’t perfect as movement and combat feel a bit clunky. Some side quests can be repetitive. The pacing can also be uneven at times. Despite its imperfections, this is a game I can always return to. It’s more than just a story to me – it’s a comfort and a place I never get tired of revisiting.

""Take moments of happiness where you can find them. The world will take the rest.""",True,2026-04-23 20:22:13,english,13375,"This game is one of my favorites of all time and still feels like a safe place to me. Thedas is alive and companions like Varric, Cassandra, Dorian and Iron Bull are incredible (but I love others too!). I live for all that amazing party banter between the characters. Most of the quests are absolutely fantastic. Wicked Eyes and Wicked Hearts located at the Winter Palace in Halamshiral lives in my head rent free. The game is very satisfying to play and has hours of content great DLCs. I m especially drawn to the elves and their lore, which adds a lot of emotional depth in this part of the Dragon Age series. The romance between an elven Inquisitor Lavellan and Solas is something else. It s beautifully written, bittersweet and incredibly emotional. It always manages to break my heart into million of pieces, no matter how many times I experience it. The Trespasser makes this story even more powerful and meaningful. The game isn t perfect as movement and combat feel a bit clunky. Some side quests can be repetitive. The pacing can also be uneven at times. Despite its imperfections, this is a game I can always return to. It s more than just a story to me it s a comfort and a place I never get tired of revisiting. ""Take moments of happiness where you can find them. The world will take the rest.""",english,"This game is one of my favorites of all time and still feels like a safe place to me. Thedas is alive and companions like Varric, Cassandra, Dorian and Iron Bull are incredible (but I love others too!). I live for all that amazing party banter between the characters. Most of the quests are absolutely fantastic. Wicked Eyes and Wicked Hearts located at the Winter Palace in Halamshiral lives in my head rent free. The game is very satisfying to play and has hours of content great DLCs. I m especially drawn to the elves and their lore, which adds a lot of emotional depth in this part of the Dragon Age series. The romance between an elven Inquisitor Lavellan and Solas is something else. It s beautifully written, bittersweet and incredibly emotional. It always manages to break my heart into million of pieces, no matter how many times I experience it. The Trespasser makes this story even more powerful and meaningful. The game isn t perfect as movement and combat feel a bit clunky. Some side quests can be repetitive. The pacing can also be uneven at times. Despite its imperfections, this is a game I can always return to. It s more than just a story to me it s a comfort and a place I never get tired of revisiting. ""Take moments of happiness where you can find them. The world will take the rest.""",0.055,0.642,0.303,0.998,positive,1
Dragon Age Inquisition,RPG,"Mon avis sur Dragon Age: Inquisition
Une aventure qui gagne à être connue
L'histoire de ce jeu est vraiment excellente et le système de jeu finit par être très plaisant. Cependant, il faut savoir que les débuts demandent un certain temps d'adaptation, car la prise en main peut sembler un peu rébarbative au premier abord.


Un système de combat particulier:

Les commandes ne sont pas difficiles en soi, mais elles peuvent paraître ennuyeuses au début. Le fait de devoir maintenir une touche enfoncée pour les attaques classiques, tout en utilisant d'autres boutons pour les compétences, demande de s'habituer à ce rythme particulier. Personnellement, j'ai abandonné le jeu à deux reprises avant même de terminer le prologue à cause de cela.


La persévérance récompensée:

C'est à ma troisième tentative, en faisant l'effort de dépasser ce stade, que j'ai finalement été conquis. Une fois lancé, je n'ai plus vu le temps passer tellement l'expérience était immersive. Le jeu est si riche qu'il nous fait rapidement oublier ces premières impressions plus ternes.


En résumé : Ne vous laissez pas décourager par les commandes au départ, car la suite en vaut vraiment la peine.",True,2026-03-22 04:22:08,french,2629,"Mon avis sur Dragon Age Inquisition Une aventure qui gagne à être connue L'histoire de ce jeu est vraiment excellente et le système de jeu finit par être très plaisant. Cependant, il faut savoir que les débuts demandent un certain temps d'adaptation, car la prise en main peut sembler un peu rébarbative au premier abord. Un système de combat particulier Les commandes ne sont pas difficiles en soi, mais elles peuvent paraître ennuyeuses au début. Le fait de devoir maintenir une touche enfoncée pour les attaques classiques, tout en utilisant d'autres boutons pour les compétences, demande de s'habituer à ce rythme particulier. Personnellement, j'ai abandonné le jeu à deux reprises avant même de terminer le prologue à cause de cela. La persévérance récompensée C'est à ma troisième tentative, en faisant l'effort de dépasser ce stade, que j'ai finalement été conquis. Une fois lancé, je n'ai plus vu le temps passer tellement l'expérience était immersive. Le jeu est si riche qu'il nous fait rapidement oublier ces premières impressions plus ternes. En résumé Ne vous laissez pas décourager par les commandes au départ, car la suite en vaut vraiment la peine.",french,"My opinion on Dragon Age Inquisition An adventure that deserves to be known The story of this game is really excellent and the game system ends up being very pleasant. However, you should know that the beginnings require some time to adapt, because getting started can seem a little daunting at first. A particular combat system The controls are not difficult in themselves, but they can seem boring at first. Having to hold down a button for regular attacks, while using other buttons for skills, takes some getting used to this particular rhythm. Personally, I abandoned the game twice before even finishing the prologue because of this. Perseverance rewarded It was on my third attempt, by making the effort to go beyond this stage, that I was finally won over. Once launched, I didn't notice the time passing because the experience was so immersive. The game is so rich that it quickly makes us forget these duller first impressions. Summary Don't let the controls put you off at first, because the rest is well worth it.",0.095,0.749,0.156,0.9165,positive,1
Dragon Age Inquisition,RPG,"Dragon Age Inquisition é um daqueles jogos que eu simplesmente não consigo parar de revisitar. Já zerei umas cinco vezes em diversas plataformas, e cada playthrough ainda encontra um jeito de me surpreender. Comparado ao Veilguard, então, nem tem conversa, o Inquisition é infinitamente superior, mas convenhamos, isso não é lá um feito muito difícil de alcançar.

O grande coração do jogo está na construção da Inquisição em si. Você começa do zero, praticamente sem influência nenhuma, e vai aos poucos consolidando uma organização que move o mundo ao seu redor. Essa sensação de crescimento é genuína e muito bem construída, você sente o peso das suas decisões, vê sua sede se expandir, recruta personagens, fecha alianças, e o mundo responde a tudo isso de forma orgânica. É satisfatório de um jeito que poucos RPGs conseguem entregar.

O vilão, sendo honesto, é um pouco sem sal. Corypheus cumpre o papel funcional de antagonista e serve ao propósito da narrativa, mas não chega a ser memorável da forma que um jogo dessa magnitude poderia ter aspirado. É o ponto mais fraco da história principal, mas não chega a prejudicar a experiência como um todo porque o restante do jogo é forte o suficiente para sustentar tudo.

A exploração é onde o Inquisition realmente brilha. Os mapas são enormes, cheios de segredos, e o mundo tem aquela qualidade de fazer você andar por um campo qualquer e de repente se deparar com um gigante e um dragão se enfrentando no horizonte sem qualquer aviso. Esses momentos orgânicos, que ninguém roteirizou para você ver, são o tipo de coisa que define por que mundo aberto é um gênero tão especial quando bem executado.

O único ponto que realmente incomoda é a obrigatoriedade de instalar o EA App para rodar o jogo. É uma exigência desnecessária e chata, que adiciona uma camada de burocracia que não deveria existir numa experiência que de outra forma seria impecável. É o tipo de coisa que a EA insiste em fazer sem nenhuma justificativa convincente para o jogador.

No geral, Dragon Age Inquisition mereceu cada elogio que recebeu e o título de Jogo do Ano foi completamente justo. É uma obra que envelheceu bem, tem profundidade de sobra e ainda hoje é uma das melhores experiências que o RPG ocidental tem a oferecer. Recomendo sem hesitar.",True,2026-03-19 01:44:23,brazilian,3267,"Dragon Age Inquisition é um daqueles jogos que eu simplesmente não consigo parar de revisitar. Já zerei umas cinco vezes em diversas plataformas, e cada playthrough ainda encontra um jeito de me surpreender. Comparado ao Veilguard, então, nem tem conversa, o Inquisition é infinitamente superior, mas convenhamos, isso não é lá um feito muito difícil de alcançar. O grande coração do jogo está na construção da Inquisição em si. Você começa do zero, praticamente sem influência nenhuma, e vai aos poucos consolidando uma organização que move o mundo ao seu redor. Essa sensação de crescimento é genuína e muito bem construída, você sente o peso das suas decisões, vê sua sede se expandir, recruta personagens, fecha alianças, e o mundo responde a tudo isso de forma orgânica. É satisfatório de um jeito que poucos RPGs conseguem entregar. O vilão, sendo honesto, é um pouco sem sal. Corypheus cumpre o papel funcional de antagonista e serve ao propósito da narrativa, mas não chega a ser memorável da forma que um jogo dessa magnitude poderia ter aspirado. É o ponto mais fraco da história principal, mas não chega a prejudicar a experiência como um todo porque o restante do jogo é forte o suficiente para sustentar tudo. A exploração é onde o Inquisition realmente brilha. Os mapas são enormes, cheios de segredos, e o mundo tem aquela qualidade de fazer você andar por um campo qualquer e de repente se deparar com um gigante e um dragão se enfrentando no horizonte sem qualquer aviso. Esses momentos orgânicos, que ninguém roteirizou para você ver, são o tipo de coisa que define por que mundo aberto é um gênero tão especial quando bem executado. O único ponto que realmente incomoda é a obrigatoriedade de instalar o EA App para rodar o jogo. É uma exigência desnecessária e chata, que adiciona uma camada de burocracia que não deveria existir numa experiência que de outra forma seria impecável. É o tipo de coisa que a EA insiste em fazer sem nenhuma justificativa convincente para o jogador. No geral, Dragon Age Inquisition mereceu cada elogio que recebeu e o título de Jogo do Ano foi completamente justo. É uma obra que envelheceu bem, tem profundidade de sobra e ainda hoje é uma das melhores experiências que o RPG ocidental tem a oferecer. Recomendo sem hesitar.",brazilian,"Dragon Age Inquisition is one of those games that I just can't stop revisiting. I've already finished it about five times on different platforms, and each playthrough still finds a way to surprise me. Compared to Veilguard, there's no point in talking about it, Inquisition is infinitely superior, but let's face it, that's not a very difficult feat to achieve. The big heart of the game is in the construction of the Inquisition itself. You start from scratch, with practically no influence, and gradually consolidate an organization that moves the world around you. This feeling of growth is genuine and very well constructed, you feel the weight of your decisions, see your headquarters expand, recruit characters, form alliances, and the world responds to all of this in an organic way. It's satisfying in a way that few RPGs can deliver. The villain, to be honest, is a bit dull. Corypheus fulfills the functional role of antagonist and serves the purpose of the narrative, but it is not memorable in the way that a game of this magnitude could have aspired to. It's the weakest point of the main story, but it doesn't harm the experience as a whole because the rest of the game is strong enough to support everything. Exploration is where Inquisition really shines. The maps are huge, full of secrets, and the world has that quality of making you walk through any field and suddenly come across a giant and a dragon facing each other on the horizon without any warning. These organic moments, that no one scripted for you to see, are the kind of things that define why open world is such a special genre when done well. The only point that really bothers you is the requirement to install the EA App to run the game. It's an unnecessary and annoying requirement that adds a layer of bureaucracy that shouldn't exist on an otherwise flawless experience. It's the kind of thing that EA insists on doing without any convincing justification for the player. Overall, Dragon Age Inquisition deserved every accolade it received and the Game of the Year title was completely fair. It's a work that has aged well, has plenty of depth and is still one of the best experiences that Western RPGs have to offer. I recommend it without hesitation.",0.094,0.73,0.177,0.9908,positive,1
Dragon Age Inquisition,RPG,"Depois de fazer 100% em Dragon Age: Inquisition, posso dizer que é um jogo muito bom, mas que também deixa seus defeitos bem mais claros quando você decide ir até o fim e completar tudo.

A melhor parte do jogo, sem dúvida, é a campanha principal. Quando Dragon Age: Inquisition foca na história, ele entrega alguns dos momentos mais fortes de toda a experiência. Missões como Aqui Jaz o Abismo, Olhos Malignos e Corações Perversos e principalmente O Que o Orgulho Forjou mostram muito bem o potencial do jogo. São partes em que a narrativa cresce, as decisões parecem ter peso e você realmente sente que está participando de algo grande dentro do universo de Thedas.

Outro ponto muito forte são os companheiros. O elenco é excelente, cheio de personalidade, conflitos e diálogos que ajudam muito a manter a jornada interessante. Em um jogo tão longo, isso faz toda a diferença. É fácil se apegar a alguns personagens, criar preferência por certas formações de grupo e sentir que eles realmente fazem parte da experiência, e não estão ali só para preencher espaço.

A ambientação também merece elogios. O mundo é bonito, variado e tem regiões que realmente marcam, tanto visualmente quanto pela atmosfera. Algumas áreas conseguem passar muito bem aquela sensação de fantasia épica que se espera de Dragon Age. Além disso, o lore continua sendo um dos pontos mais interessantes do jogo, principalmente para quem gosta de mergulhar no universo, ler códices e entender melhor a história por trás dos eventos.

As batalhas contra os dragões são, pra mim, um dos maiores destaques do jogo inteiro. Fazer 100% deixa isso ainda mais claro. Cada dragão passa uma sensação real de desafio, preparação e recompensa. São lutas que realmente fazem você sentir que sua build, seu grupo e seu progresso importam. É facilmente um dos conteúdos mais divertidos e satisfatórios do jogo.

Mas é justamente quando você vai atrás do 100% que os problemas aparecem com mais força. O maior defeito de Dragon Age: Inquisition é o excesso de conteúdo repetitivo. Tem muita missão secundária fraca, muita coleta, muita requisição e muita atividade que claramente existe só para aumentar artificialmente a duração do jogo. Em vários momentos, parece mais um MMO offline do que um RPG mais focado e bem ritmado.

Esse problema pesa bastante porque a diferença entre a qualidade da campanha principal e a qualidade de boa parte do conteúdo secundário é muito grande. Em um momento você está em uma missão excelente, com peso narrativo e boas escolhas, e no outro está rodando mapa atrás de tarefa repetitiva, recurso ou objetivo pouco interessante. Para quem faz só a campanha e parte do conteúdo, isso talvez incomode menos. Mas no 100%, isso fica impossível de ignorar.

Mesmo com esses defeitos, Dragon Age: Inquisition continua sendo uma experiência muito marcante. Quando o jogo acerta, ele acerta em cheio. A história principal, os personagens, o universo e os grandes momentos compensam boa parte do desgaste causado pelo excesso de conteúdo repetitivo. É um jogo com altos muito altos e defeitos bem claros, e justamente por isso a sensação final é de um grande RPG que poderia ser ainda melhor se fosse mais enxuto.

No fim, Dragon Age: Inquisition é um ótimo RPG, com uma campanha muito forte, personagens excelentes, um mundo interessante e batalhas memoráveis contra dragões, mas perde bastante pelo excesso de atividades repetitivas que o 100% escancara sem dó.

Nota final: 8,0/10",True,2026-03-14 10:25:42,brazilian,5870,"Depois de fazer 100 em Dragon Age Inquisition, posso dizer que é um jogo muito bom, mas que também deixa seus defeitos bem mais claros quando você decide ir até o fim e completar tudo. A melhor parte do jogo, sem dúvida, é a campanha principal. Quando Dragon Age Inquisition foca na história, ele entrega alguns dos momentos mais fortes de toda a experiência. Missões como Aqui Jaz o Abismo, Olhos Malignos e Corações Perversos e principalmente O Que o Orgulho Forjou mostram muito bem o potencial do jogo. São partes em que a narrativa cresce, as decisões parecem ter peso e você realmente sente que está participando de algo grande dentro do universo de Thedas. Outro ponto muito forte são os companheiros. O elenco é excelente, cheio de personalidade, conflitos e diálogos que ajudam muito a manter a jornada interessante. Em um jogo tão longo, isso faz toda a diferença. É fácil se apegar a alguns personagens, criar preferência por certas formações de grupo e sentir que eles realmente fazem parte da experiência, e não estão ali só para preencher espaço. A ambientação também merece elogios. O mundo é bonito, variado e tem regiões que realmente marcam, tanto visualmente quanto pela atmosfera. Algumas áreas conseguem passar muito bem aquela sensação de fantasia épica que se espera de Dragon Age. Além disso, o lore continua sendo um dos pontos mais interessantes do jogo, principalmente para quem gosta de mergulhar no universo, ler códices e entender melhor a história por trás dos eventos. As batalhas contra os dragões são, pra mim, um dos maiores destaques do jogo inteiro. Fazer 100 deixa isso ainda mais claro. Cada dragão passa uma sensação real de desafio, preparação e recompensa. São lutas que realmente fazem você sentir que sua build, seu grupo e seu progresso importam. É facilmente um dos conteúdos mais divertidos e satisfatórios do jogo. Mas é justamente quando você vai atrás do 100 que os problemas aparecem com mais força. O maior defeito de Dragon Age Inquisition é o excesso de conteúdo repetitivo. Tem muita missão secundária fraca, muita coleta, muita requisição e muita atividade que claramente existe só para aumentar artificialmente a duração do jogo. Em vários momentos, parece mais um MMO offline do que um RPG mais focado e bem ritmado. Esse problema pesa bastante porque a diferença entre a qualidade da campanha principal e a qualidade de boa parte do conteúdo secundário é muito grande. Em um momento você está em uma missão excelente, com peso narrativo e boas escolhas, e no outro está rodando mapa atrás de tarefa repetitiva, recurso ou objetivo pouco interessante. Para quem faz só a campanha e parte do conteúdo, isso talvez incomode menos. Mas no 100 , isso fica impossível de ignorar. Mesmo com esses defeitos, Dragon Age Inquisition continua sendo uma experiência muito marcante. Quando o jogo acerta, ele acerta em cheio. A história principal, os personagens, o universo e os grandes momentos compensam boa parte do desgaste causado pelo excesso de conteúdo repetitivo. É um jogo com altos muito altos e defeitos bem claros, e justamente por isso a sensação final é de um grande RPG que poderia ser ainda melhor se fosse mais enxuto. No fim, Dragon Age Inquisition é um ótimo RPG, com uma campanha muito forte, personagens excelentes, um mundo interessante e batalhas memoráveis contra dragões, mas perde bastante pelo excesso de atividades repetitivas que o 100 escancara sem dó. Nota final 8,0 10",brazilian,"After doing 100 in Dragon Age Inquisition, I can say that it is a very good game, but it also makes its flaws much clearer when you decide to go to the end and complete everything. The best part of the game, without a doubt, is the main campaign. When Dragon Age Inquisition focuses on the story, it delivers some of the strongest moments of the entire experience. Missions such as Here Lies the Abyss, Evil Eyes and Wicked Hearts and especially What Pride Forged show the game's potential very well. These are parts where the narrative grows, decisions seem to have weight and you really feel like you are participating in something big within the universe of Thedas. Another very strong point are the companions. The cast is excellent, full of personality, conflicts and dialogues that help a lot to keep the journey interesting. In such a long game, this makes all the difference. It's easy to get attached to some characters, create a preference for certain group formations and feel that they are really part of the experience, and not just there to fill space. The ambiance also deserves praise. The world is beautiful, varied and has regions that really make an impact, both visually and in terms of atmosphere. Some areas manage to convey very well that feeling of epic fantasy that one expects from Dragon Age. Furthermore, the lore continues to be one of the most interesting points of the game, especially for those who like to delve into the universe, read codices and better understand the history behind the events. The battles against dragons are, for me, one of the biggest highlights of the entire game. Doing 100 makes this even clearer. Each dragon conveys a real sense of challenge, preparation and reward. These are fights that really make you feel like your build, your group, and your progress matter. It's easily some of the most fun and satisfying content in the game. But it is precisely when you go after 100 that the problems appear more strongly. Dragon Age Inquisition's biggest flaw is its excessive repetitive content. There are a lot of weak side missions, a lot of collecting, a lot of requisitioning and a lot of activity that clearly exists just to artificially increase the game's length. At various times, it feels more like an offline MMO than a more focused and well-paced RPG. This problem weighs heavily because the difference between the quality of the main campaign and the quality of much of the secondary content is very large. One moment you are on an excellent mission, with narrative weight and good choices, and the next you are running around the map looking for a repetitive task, resource or objective that is not very interesting. For those who only do the campaign and part of the content, this may be less bothersome. But in 100, this becomes impossible to ignore. Even with these flaws, Dragon Age Inquisition remains a very memorable experience. When the game gets it right, it gets it right. The main story, the characters, the universe and the great moments compensate for much of the wear and tear caused by excessive repetitive content. It's a game with very high highs and very clear flaws, and precisely for that reason the final feeling is of a great RPG that could be even better if it were leaner. In the end, Dragon Age Inquisition is a great RPG, with a very strong campaign, excellent characters, an interesting world and memorable battles against dragons, but it loses a lot due to the excess of repetitive activities that 100 mercilessly exposes. Final grade 8.0 out of 10",0.095,0.683,0.222,0.9988,positive,1
Dragon Age Inquisition,RPG,"Dragon Age: Inquisition (with the Trespasser DLC) is one of those RPGs that really stays with you after you finish it. What makes it stand out is its story—it’s not just about saving the world, but about leadership, responsibility, and the consequences of your choices. The writing is strong, with meaningful dialogue and decisions that actually affect relationships and outcomes. The characters are a major highlight; companions like Solas, Dorian, Cassandra, and Josephine feel complex and real, and their personal stories add emotional depth to the game.

Gameplay is enjoyable, especially with different class builds like the Assassin rogue, although some fights can feel unbalanced and the AI can be inconsistent at times. Exploration is solid with large areas and lots of content, but some side quests can feel repetitive. One downside for me is the character customization—it’s decent, but I expected more options for faces, hairstyles, and details. Still, the overall atmosphere, world-building, and the weight of your choices make the experience very engaging.

Overall, Dragon Age: Inquisition delivers a strong and memorable RPG experience. Despite a few flaws, it excels in storytelling, characters, and meaningful decision-making, making it a game worth playing, especially for those who enjoy story-driven games.",True,2026-04-26 09:18:17,english,6960,"Dragon Age Inquisition (with the Trespasser DLC) is one of those RPGs that really stays with you after you finish it. What makes it stand out is its story it s not just about saving the world, but about leadership, responsibility, and the consequences of your choices. The writing is strong, with meaningful dialogue and decisions that actually affect relationships and outcomes. The characters are a major highlight companions like Solas, Dorian, Cassandra, and Josephine feel complex and real, and their personal stories add emotional depth to the game. Gameplay is enjoyable, especially with different class builds like the Assassin rogue, although some fights can feel unbalanced and the AI can be inconsistent at times. Exploration is solid with large areas and lots of content, but some side quests can feel repetitive. One downside for me is the character customization it s decent, but I expected more options for faces, hairstyles, and details. Still, the overall atmosphere, world-building, and the weight of your choices make the experience very engaging. Overall, Dragon Age Inquisition delivers a strong and memorable RPG experience. Despite a few flaws, it excels in storytelling, characters, and meaningful decision-making, making it a game worth playing, especially for those who enjoy story-driven games.",english,"Dragon Age Inquisition (with the Trespasser DLC) is one of those RPGs that really stays with you after you finish it. What makes it stand out is its story it s not just about saving the world, but about leadership, responsibility, and the consequences of your choices. The writing is strong, with meaningful dialogue and decisions that actually affect relationships and outcomes. The characters are a major highlight companions like Solas, Dorian, Cassandra, and Josephine feel complex and real, and their personal stories add emotional depth to the game. Gameplay is enjoyable, especially with different class builds like the Assassin rogue, although some fights can feel unbalanced and the AI can be inconsistent at times. Exploration is solid with large areas and lots of content, but some side quests can feel repetitive. One downside for me is the character customization it s decent, but I expected more options for faces, hairstyles, and details. Still, the overall atmosphere, world-building, and the weight of your choices make the experience very engaging. Overall, Dragon Age Inquisition delivers a strong and memorable RPG experience. Despite a few flaws, it excels in storytelling, characters, and meaningful decision-making, making it a game worth playing, especially for those who enjoy story-driven games.",0.052,0.738,0.21,0.9908,positive,1
Dragon Age Inquisition,RPG,good story lore and gameplay,True,2026-06-01 10:33:48,english,4737,good story lore and gameplay,english,good story lore and gameplay,0.0,0.58,0.42,0.4404,positive,1
